market,period,metric,value,edition,source_file
Silicon Valley,H1 2020,new_deliveries_mw,11.8,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2020,new_deliveries_mw,11.8,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2020,preleased_mw,15.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2020,preleased_mw,15.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2020,under_construction_mw,24.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2020,under_construction_mw,24.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2020,vacancy_pct,4.8,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2020,vacancy_pct,4.8,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2020,new_deliveries_mw,12.5,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2020,new_deliveries_mw,12.5,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2020,preleased_mw,37.1,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2020,preleased_mw,37.1,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2020,under_construction_mw,50.1,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2020,under_construction_mw,50.1,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2020,vacancy_pct,2.3,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2020,vacancy_pct,2.3,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2021,new_deliveries_mw,11.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2021,new_deliveries_mw,11.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2021,preleased_mw,69.8,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2021,preleased_mw,69.8,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2021,under_construction_mw,85.3,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2021,under_construction_mw,85.3,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2021,vacancy_pct,1.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2021,vacancy_pct,1.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2021,new_deliveries_mw,2.5,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2021,new_deliveries_mw,2.5,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2021,preleased_mw,71.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2021,preleased_mw,71.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2021,under_construction_mw,94.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2021,under_construction_mw,94.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2021,vacancy_pct,1.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2021,vacancy_pct,1.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2022,new_deliveries_mw,56.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2022,new_deliveries_mw,56.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2022,preleased_mw,62.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2022,preleased_mw,62.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2022,under_construction_mw,100.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2022,under_construction_mw,100.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2022,vacancy_pct,1.3,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2022,vacancy_pct,1.3,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2022,new_deliveries_mw,10.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2022,new_deliveries_mw,10.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2022,preleased_mw,93.1,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2022,preleased_mw,93.1,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2022,under_construction_mw,141.6,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2022,under_construction_mw,141.6,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2022,vacancy_pct,2.3,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2022,vacancy_pct,2.3,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2023,available_mw,25.9,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,inventory_mw,410.7,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,inventory_yoy_change_mw,41.1,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,net_absorption_mw,13.8,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,net_absorption_yoy_change_mw,-42.4,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,new_deliveries_mw,31.1,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2023,new_deliveries_mw,31.1,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2023,preleased_mw,73.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2023,preleased_mw,73.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2023,rental_rate_kw_month,$155-$250,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,under_construction_mw,125.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2023,under_construction_mw,125.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2023,under_construction_yoy_change_pct,53.0,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig4_Primary_Fig04_H1_23_a0a0a9df-4e82-4c3e-8229-f7d94a706c24_table1.csv
Silicon Valley,H1 2023,vacancy_pct,6.3,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H1 2023,vacancy_pct,6.3,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2023,vacancy_pct,6.3,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2023,vacancy_yoy_change_bps,500.0,H1 2023,data/raw/market_reports/2026-09-21/cbre_h1_2023_overview_infogram/fig1_Primary_Fig01_State_of_the_Market_H1_23_0bf12807-e98f-428c-b61b-d61dacecec5d_table1.csv
Silicon Valley,H2 2023,available_mw,31.0,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,inventory_mw,427.7,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,inventory_yoy_change_mw,48.1,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,net_absorption_mw,25.7,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,net_absorption_yoy_change_mw,-36.7,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,new_deliveries_mw,17.7,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2023,new_deliveries_mw,17.7,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2023,preleased_mw,93.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2023,preleased_mw,93.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2023,rental_rate_kw_month,$155-$250,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,total_inventory_mw,427.7,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig6_Fig_06_736a09da-0e2b-4505-8e98-e44b885b7d38_table1.csv
Silicon Valley,H2 2023,under_construction_mw,133.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2023,under_construction_mw,133.0,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig6_Fig_06_736a09da-0e2b-4505-8e98-e44b885b7d38_table1.csv
Silicon Valley,H2 2023,under_construction_mw,133.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2023,under_construction_yoy_change_pct,69.0,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig4_Fig_04_6d853d01-4a68-419e-8f29-61ffbc4d91ff_table1.csv
Silicon Valley,H2 2023,vacancy_pct,7.3,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2023,vacancy_pct,7.3,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H2 2023,vacancy_pct,7.3,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2023,vacancy_yoy_change_bps,498.0,H2 2023,data/raw/market_reports/2026-09-21/cbre_h2_2023_overview_infogram/fig1_Fig01_ee5b50d9-abcb-4bba-848c-7769aab3b260_table1.csv
Silicon Valley,H1 2024,available_mw,29.2,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,inventory_mw,459.2,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,inventory_yoy_change_mw,48.5,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,net_absorption_mw,33.3,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,net_absorption_yoy_change_mw,19.5,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,new_deliveries_mw,31.5,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2024,new_deliveries_mw,31.5,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2024,preleased_mw,128.7,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2024,preleased_mw,128.7,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2024,rental_rate_kw_month,$155-$250,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,under_construction_mw,154.2,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2024,under_construction_mw,154.2,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2024,under_construction_yoy_change_pct,72.0,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig4_FIG04_24a77f81-3a4e-41fb-93a9-71eb2ce988e2_table1.csv
Silicon Valley,H1 2024,vacancy_pct,6.4,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H1 2024,vacancy_pct,6.4,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2024,vacancy_pct,6.4,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2024,vacancy_yoy_change_bps,-20.0,H1 2024,data/raw/market_reports/2026-09-21/cbre_h1_2024_overview_infogram/fig1_FIG01_bc6defdf-26e7-4fb9-8e29-781d0b9351cf_table1.csv
Silicon Valley,H2 2024,available_mw,25.6,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,inventory_mw,468.4,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,inventory_yoy_change_mw,40.7,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,net_absorption_mw,45.2,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,net_absorption_yoy_change_mw,19.5,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,new_deliveries_mw,9.2,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2024,new_deliveries_mw,9.2,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2024,preleased_mw,131.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2024,preleased_mw,131.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2024,rental_rate_kw_month,$155-$250,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,under_construction_mw,167.8,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
